cell,low_b0,high_b0,b2,chip_atten,ours_atten,spec_atten,chip_residual,ours_residual
179,24,80,8,0.10435220971265335,0.15327606535287186,0.15900438524212657,-0.05465217552947321,-0.005728319889254707
180,24,84,8,0.05998991766089745,0.11942058278591894,0.1391735577320965,-0.07918364007119905,-0.01975297494617756
181,24,88,8,0.3338934632834818,0.13373757790129714,0.15970743958186484,0.17418602370161695,-0.025969861680567696
182,24,92,8,0.3261636699714334,0.10122957722755599,0.13920788874227108,0.18695578122916234,-0.03797831151471509
183,24,96,8,0.3110401613174256,0.1032508000673742,0.15724410182364124,0.1537960594937844,-0.05399330175626704
184,24,100,8,0.3201142665098302,0.09802930773117746,0.17538420761720408,0.14473005889262613,-0.07735489988602662
185,24,104,8,0.30717526466140144,0.08000673740946607,0.15649428776377516,0.15068097689762627,-0.0764875503543091
186,24,108,8,0.30179801713997645,0.06636348324069408,0.1583713449831039,0.14342667215687255,-0.09200786174240982
187,24,112,8,0.28600235254579065,0.05625736904160361,0.16853544044057234,0.11746691210521831,-0.11227807139896873
188,24,116,8,0.28986724920181484,0.04547751389590704,0.16451312760526182,0.12535412159655301,-0.11903561370935478
190,28,32,8,0.07937551355792927,0.04838442419221212,0.0784529183549113,0.0009225952030179618,-0.03006849416269919
191,28,36,8,0.13114215283483965,0.10008285004142503,0.13722085948299967,-0.006078706648160015,-0.03713800944157464
192,28,40,8,0.10123253903040264,0.08334714167357071,0.07443422946920486,0.026798309561197775,0.008912912204365853
193,28,44,8,0.12259654889071492,0.14913007456503724,0.1317067326922513,-0.009110183801536387,0.017423341872785936
194,28,48,8,0.09646672144617918,0.16967688483844234,0.10131480119734826,-0.0048480797511690765,0.06836208364109408
195,28,52,8,0.06606409202958097,0.16884838442419214,0.08314987071089575,-0.01708577868131478,0.0856985137132964
196,28,56,8,0.037469186524239806,0.18757249378624685,0.11163176842943479,-0.07416258190519498,0.07594072535681207
197,28,60,8,0.03451109285127363,0.14896437448218725,0.13356941760449936,-0.09905832475322573,0.015394956877687882
