cell_idx,low_b0,high_b0,b2,low_l,high_l,delta_l,delta_omega,cos_sim,chip_peak,chip_rms,ours_peak,ours_rms,rms_ratio,peak_ratio,chip_pre_rms,ours_pre_rms
0,0,0,8,9,9,0,0.000000,1.000000,1006.0,627.2,944.0,622.3,1.0078,1.0657,627.2,622.3
1,0,4,8,9,9,0,0.018604,1.000000,1028.0,630.2,973.0,614.9,1.0248,1.0565,627.2,622.3
2,0,8,8,9,10,1,0.036097,0.987532,946.0,488.2,924.0,520.6,0.9378,1.0238,627.2,622.3
3,0,12,8,9,11,2,0.052540,0.957720,917.0,436.9,940.0,514.5,0.8491,0.9755,627.2,622.3
4,0,16,8,9,11,2,0.068003,0.957720,919.0,422.5,925.0,511.2,0.8265,0.9935,627.2,622.3
5,0,20,8,9,12,3,0.082511,0.954119,941.0,436.9,1007.0,560.8,0.7791,0.9345,627.2,622.3
6,0,24,8,9,13,4,0.096126,0.801020,932.0,443.9,924.0,530.5,0.8369,1.0087,627.2,622.3
7,0,28,8,9,14,5,0.108925,0.797819,942.0,456.6,962.0,527.0,0.8663,0.9792,627.2,622.3
8,0,32,8,9,15,6,0.121416,0.794403,1045.0,460.8,1092.0,555.9,0.8290,0.9570,627.2,622.3
9,0,36,8,9,16,7,0.132826,0.734962,1044.0,492.0,960.0,525.2,0.9367,1.0875,627.2,622.3
10,0,40,8,9,17,8,0.143564,0.731091,989.0,494.6,951.0,516.2,0.9582,1.0400,627.2,622.3
11,0,44,8,9,18,9,0.153662,0.609835,986.0,484.5,1132.0,521.6,0.9289,0.8710,627.2,622.3
12,0,48,8,9,19,10,0.163168,0.607893,1110.0,470.6,1097.0,514.1,0.9154,1.0119,627.2,622.3
13,0,52,8,9,20,11,0.172096,0.604020,1036.0,460.2,1028.0,511.6,0.8996,1.0078,627.2,622.3
14,0,56,8,9,21,12,0.180522,0.556244,1110.0,491.0,1009.0,517.2,0.9493,1.1001,627.2,622.3
15,0,60,8,9,23,14,0.188420,0.479235,1187.0,480.1,1161.0,520.8,0.9218,1.0224,627.2,622.3
16,0,64,8,9,24,15,0.195822,0.475977,1182.0,482.7,1131.0,524.2,0.9210,1.0451,627.2,622.3
17,0,68,8,9,26,17,0.202790,0.446252,1286.0,466.0,1075.0,519.7,0.8967,1.1963,627.2,622.3
18,0,72,8,9,27,18,0.209318,0.443621,1288.0,460.4,1139.0,519.6,0.8861,1.1308,627.2,622.3
19,0,76,8,9,29,20,0.215419,0.385358,1386.0,462.2,1184.0,510.4,0.9055,1.1706,627.2,622.3
20,0,80,8,9,31,22,0.221482,0.365365,1405.0,461.0,1140.0,486.0,0.9485,1.2325,627.2,622.3
21,0,84,8,9,33,24,0.226974,0.324358,1175.0,430.1,986.0,481.4,0.8936,1.1917,627.2,622.3
22,0,88,8,9,35,26,0.232139,0.308884,1161.0,436.8,924.0,466.1,0.9371,1.2565,627.2,622.3
23,0,92,8,9,37,28,0.236989,0.295049,1104.0,423.9,924.0,468.6,0.9046,1.1948,627.2,622.3
24,0,96,8,9,40,31,0.241544,0.281429,1032.0,410.1,924.0,469.2,0.8740,1.1169,627.2,622.3
25,0,100,8,9,42,33,0.245836,0.279943,1062.0,405.6,924.0,480.3,0.8445,1.1494,627.2,622.3
26,0,104,8,9,45,36,0.249876,0.255188,1170.0,418.5,924.0,482.7,0.8669,1.2662,627.2,622.3
27,0,108,8,9,48,39,0.253658,0.245478,1177.0,421.1,954.0,483.1,0.8716,1.2338,627.2,622.3
28,0,112,8,9,51,42,0.257221,0.236817,1121.0,421.8,1143.0,496.7,0.8492,0.9808,627.2,622.3
29,0,116,8,9,54,45,0.260564,0.235173,1393.0,482.8,1130.0,509.7,0.9473,1.2327,627.2,622.3
30,4,4,8,9,9,0,0.000000,1.000000,1036.0,629.5,974.0,616.2,1.0214,1.0637,625.6,618.3
31,4,8,8,9,10,1,0.017493,0.987532,975.0,473.3,975.0,525.8,0.9001,1.0000,625.6,618.3
32,4,12,8,9,11,2,0.033936,0.957720,975.0,447.5,974.0,518.4,0.8633,1.0010,625.6,618.3
33,4,16,8,9,11,2,0.049399,0.957720,975.0,437.6,974.0,519.9,0.8417,1.0010,625.6,618.3
34,4,20,8,9,12,3,0.063907,0.954119,974.0,456.8,974.0,552.5,0.8268,1.0000,625.6,618.3
35,4,24,8,9,13,4,0.077522,0.801020,974.0,444.2,974.0,490.5,0.9057,1.0000,625.6,618.3
36,4,28,8,9,14,5,0.090321,0.797819,974.0,453.7,974.0,495.3,0.9161,1.0000,625.6,618.3
37,4,32,8,9,15,6,0.102812,0.794403,1111.0,549.9,1097.0,519.2,1.0593,1.0128,625.6,618.3
38,4,36,8,9,16,7,0.114222,0.734962,993.0,488.2,974.0,500.3,0.9758,1.0195,625.6,618.3
39,4,40,8,9,17,8,0.124960,0.731091,1034.0,496.0,974.0,508.7,0.9750,1.0616,625.6,618.3
40,4,44,8,9,18,9,0.135058,0.609835,1203.0,503.0,1122.0,522.2,0.9631,1.0722,625.6,618.3
41,4,48,8,9,19,10,0.144564,0.607893,1005.0,477.0,1088.0,514.2,0.9276,0.9237,625.6,618.3
42,4,52,8,9,20,11,0.153492,0.604020,1067.0,470.0,1050.0,519.0,0.9056,1.0162,625.6,618.3
43,4,56,8,9,21,12,0.161918,0.556244,1108.0,482.5,1057.0,519.1,0.9294,1.0482,625.6,618.3
44,4,60,8,9,23,14,0.169816,0.479235,1227.0,500.4,1186.0,503.8,0.9932,1.0346,625.6,618.3
45,4,64,8,9,24,15,0.177218,0.475977,1133.0,519.3,1028.0,505.1,1.0280,1.1021,625.6,618.3
46,4,68,8,9,26,17,0.184186,0.446252,1081.0,419.4,1057.0,487.5,0.8602,1.0227,625.6,618.3
47,4,72,8,9,27,18,0.190714,0.443621,1011.0,423.6,1060.0,489.6,0.8651,0.9538,625.6,618.3
48,4,76,8,9,29,20,0.196815,0.385358,1052.0,432.1,1182.0,499.7,0.8647,0.8900,625.6,618.3
49,4,80,8,9,31,22,0.202878,0.365365,999.0,429.2,1237.0,518.3,0.8281,0.8076,625.6,618.3
50,4,84,8,9,33,24,0.208370,0.324358,1137.0,457.2,1247.0,537.8,0.8502,0.9118,625.6,618.3
51,4,88,8,9,35,26,0.213535,0.308884,1332.0,491.7,1230.0,522.8,0.9406,1.0829,625.6,618.3
52,4,92,8,9,37,28,0.218385,0.295049,1500.0,488.7,1323.0,508.7,0.9608,1.1338,625.6,618.3
53,4,96,8,9,40,31,0.222940,0.281429,1485.0,486.9,1215.0,500.1,0.9736,1.2222,625.6,618.3
54,4,100,8,9,42,33,0.227232,0.279943,1559.0,480.0,1280.0,500.9,0.9583,1.2180,625.6,618.3
55,4,104,8,9,45,36,0.231272,0.255188,1671.0,480.4,1394.0,486.1,0.9882,1.1987,625.6,618.3
56,4,108,8,9,48,39,0.235054,0.245478,1449.0,449.7,1292.0,444.6,1.0115,1.1215,625.6,618.3
57,4,112,8,9,51,42,0.238617,0.236817,1136.0,389.5,974.0,415.7,0.9369,1.1663,625.6,618.3
58,4,116,8,9,54,45,0.241960,0.235173,1175.0,384.8,974.0,431.9,0.8911,1.2064,625.6,618.3
59,8,8,8,10,10,0,0.000000,1.000000,1044.0,641.3,985.0,631.3,1.0158,1.0599,643.0,632.2
60,8,12,8,10,11,1,0.016443,0.962258,984.0,513.5,981.0,533.8,0.9620,1.0031,643.0,632.2
61,8,16,8,10,11,1,0.031906,0.962258,986.0,493.1,981.0,522.2,0.9443,1.0051,643.0,632.2
62,8,20,8,10,12,2,0.046414,0.959462,972.0,477.3,1042.0,526.4,0.9067,0.9328,643.0,632.2
63,8,24,8,10,13,3,0.060029,0.825127,1035.0,469.4,981.0,571.0,0.8220,1.0550,643.0,632.2
64,8,28,8,10,14,4,0.072828,0.810830,980.0,465.9,981.0,557.6,0.8356,0.9990,643.0,632.2
65,8,32,8,10,15,5,0.085319,0.807358,975.0,466.2,981.0,544.6,0.8561,0.9939,643.0,632.2
66,8,36,8,10,16,6,0.096729,0.762107,984.0,431.1,1085.0,546.8,0.7884,0.9069,643.0,632.2
67,8,40,8,10,17,7,0.107467,0.756477,993.0,493.7,984.0,546.4,0.9037,1.0091,643.0,632.2
68,8,44,8,10,18,8,0.117565,0.622408,1067.0,494.4,996.0,534.5,0.9249,1.0713,643.0,632.2
69,8,48,8,10,19,9,0.127071,0.620426,1128.0,518.1,1049.0,537.6,0.9636,1.0753,643.0,632.2
70,8,52,8,10,20,10,0.135999,0.618030,1136.0,521.3,1179.0,548.8,0.9499,0.9635,643.0,632.2
71,8,56,8,10,21,11,0.144425,0.616308,1145.0,510.7,1079.0,534.5,0.9556,1.0612,643.0,632.2
72,8,60,8,10,23,13,0.152323,0.504317,1239.0,525.8,1204.0,556.8,0.9444,1.0291,643.0,632.2
73,8,64,8,10,24,14,0.159725,0.500889,1318.0,544.1,1188.0,550.7,0.9880,1.1094,643.0,632.2
74,8,68,8,10,26,16,0.166693,0.489775,1442.0,529.4,1071.0,552.8,0.9578,1.3464,643.0,632.2
75,8,72,8,10,27,17,0.173221,0.486887,1195.0,460.2,1172.0,554.9,0.8294,1.0196,643.0,632.2
76,8,76,8,10,29,19,0.179322,0.432572,1059.0,435.9,1251.0,557.2,0.7823,0.8465,643.0,632.2
77,8,80,8,10,31,21,0.185385,0.405825,1129.0,421.3,1242.0,546.5,0.7708,0.9090,643.0,632.2
78,8,84,8,10,33,23,0.190877,0.373466,1070.0,421.5,1316.0,545.5,0.7727,0.8131,643.0,632.2
79,8,88,8,10,35,25,0.196042,0.356663,1183.0,431.8,1178.0,514.5,0.8392,1.0042,643.0,632.2
80,8,92,8,10,37,27,0.200892,0.327502,1117.0,433.3,1201.0,520.7,0.8321,0.9301,643.0,632.2
81,8,96,8,10,40,30,0.205447,0.313060,1237.0,458.3,1242.0,516.3,0.8877,0.9960,643.0,632.2
82,8,100,8,10,42,32,0.209739,0.311407,1302.0,445.9,1214.0,517.9,0.8610,1.0725,643.0,632.2
83,8,104,8,10,45,35,0.213779,0.290978,1220.0,432.1,1280.0,519.1,0.8325,0.9531,643.0,632.2
84,8,108,8,10,48,38,0.217561,0.266744,1274.0,428.6,1322.0,520.6,0.8233,0.9637,643.0,632.2
85,8,112,8,10,51,41,0.221124,0.257332,1366.0,440.8,1315.0,525.9,0.8381,1.0388,643.0,632.2
86,8,116,8,10,54,44,0.224467,0.254572,1320.0,444.8,1342.0,532.2,0.8359,0.9836,643.0,632.2
87,12,12,8,11,11,0,0.000000,1.000000,1093.0,573.7,1101.0,547.7,1.0476,0.9927,561.0,559.4
88,12,16,8,11,11,0,0.015463,1.000000,1092.0,571.2,1084.0,535.5,1.0666,1.0074,561.0,559.4
89,12,20,8,11,12,1,0.029971,0.995544,1062.0,509.9,1132.0,493.3,1.0337,0.9382,561.0,559.4
90,12,24,8,11,13,2,0.043586,0.912477,1063.0,487.9,1071.0,508.3,0.9598,0.9925,561.0,559.4
91,12,28,8,11,14,3,0.056385,0.908050,1064.0,485.7,1071.0,540.5,0.8987,0.9935,561.0,559.4
92,12,32,8,11,15,4,0.068876,0.904526,1105.0,470.4,1071.0,526.6,0.8932,1.0317,561.0,559.4
93,12,36,8,11,16,5,0.080286,0.856708,1176.0,479.3,1184.0,514.1,0.9323,0.9932,561.0,559.4
94,12,40,8,11,17,6,0.091024,0.855026,1185.0,472.3,1141.0,518.4,0.9110,1.0386,561.0,559.4
95,12,44,8,11,18,7,0.101122,0.704397,1234.0,528.3,1112.0,504.4,1.0473,1.1097,561.0,559.4
96,12,48,8,11,19,8,0.110628,0.702155,1253.0,541.8,1204.0,513.4,1.0554,1.0407,561.0,559.4
97,12,52,8,11,20,9,0.119556,0.698991,1224.0,527.4,1255.0,502.9,1.0488,0.9753,561.0,559.4
98,12,56,8,11,21,10,0.127982,0.672783,1329.0,523.1,1181.0,498.5,1.0492,1.1253,561.0,559.4
99,12,60,8,11,23,12,0.135880,0.596793,1426.0,530.1,1176.0,500.5,1.0593,1.2126,561.0,559.4
100,12,64,8,11,24,13,0.143282,0.593426,1320.0,523.9,1271.0,506.7,1.0340,1.0386,561.0,559.4
101,12,68,8,11,26,15,0.150250,0.559115,1362.0,502.0,1240.0,499.4,1.0053,1.0984,561.0,559.4
102,12,72,8,11,27,16,0.156778,0.555818,1266.0,502.4,1238.0,502.3,1.0001,1.0226,561.0,559.4
103,12,76,8,11,29,18,0.162879,0.476405,1239.0,418.8,1289.0,504.2,0.8306,0.9612,561.0,559.4
104,12,80,8,11,31,20,0.168942,0.452927,1252.0,406.8,1212.0,484.7,0.8394,1.0330,561.0,559.4
105,12,84,8,11,33,22,0.174434,0.402918,1247.0,435.7,1298.0,482.0,0.9040,0.9607,561.0,559.4
106,12,88,8,11,35,24,0.179599,0.383548,1203.0,418.5,1331.0,444.4,0.9417,0.9038,561.0,559.4
107,12,92,8,11,37,26,0.184449,0.357033,1283.0,432.3,1071.0,418.5,1.0329,1.1979,561.0,559.4
108,12,96,8,11,40,29,0.189004,0.342032,1324.0,437.1,1071.0,406.8,1.0746,1.2362,561.0,559.4
109,12,100,8,11,42,31,0.193296,0.340226,1254.0,434.8,1071.0,398.1,1.0924,1.1709,561.0,559.4
110,12,104,8,11,45,34,0.197336,0.302778,1286.0,446.7,1071.0,406.0,1.1004,1.2007,561.0,559.4
111,12,108,8,11,48,37,0.201118,0.282232,1363.0,438.2,1071.0,417.1,1.0505,1.2726,561.0,559.4
112,12,112,8,11,51,40,0.204681,0.272307,1383.0,429.2,1071.0,430.0,0.9981,1.2913,561.0,559.4
113,12,116,8,11,54,43,0.208024,0.259920,2064.0,484.3,1087.0,441.3,1.0975,1.8988,561.0,559.4
114,16,16,8,11,11,0,0.000000,1.000000,1086.0,570.7,1100.0,563.8,1.0123,0.9873,563.5,552.7
115,16,20,8,11,12,1,0.014508,0.995544,1077.0,515.9,1134.0,530.6,0.9724,0.9497,563.5,552.7
116,16,24,8,11,13,2,0.028123,0.912477,1077.0,489.8,1090.0,502.1,0.9756,0.9881,563.5,552.7
117,16,28,8,11,14,3,0.040922,0.908050,1188.0,489.1,1090.0,507.8,0.9631,1.0899,563.5,552.7
118,16,32,8,11,15,4,0.053413,0.904526,1148.0,484.7,1090.0,499.9,0.9696,1.0532,563.5,552.7
119,16,36,8,11,16,5,0.064823,0.856708,1097.0,467.9,1196.0,507.8,0.9214,0.9172,563.5,552.7
120,16,40,8,11,17,6,0.075561,0.855026,1233.0,503.1,1092.0,515.1,0.9766,1.1291,563.5,552.7
121,16,44,8,11,18,7,0.085659,0.704397,1238.0,510.6,1129.0,532.2,0.9594,1.0965,563.5,552.7
122,16,48,8,11,19,8,0.095165,0.702155,1373.0,526.0,1205.0,540.1,0.9739,1.1394,563.5,552.7
123,16,52,8,11,20,9,0.104093,0.698991,1307.0,511.6,1243.0,529.8,0.9656,1.0515,563.5,552.7
124,16,56,8,11,21,10,0.112519,0.672783,1330.0,518.7,1155.0,490.7,1.0572,1.1515,563.5,552.7
125,16,60,8,11,23,12,0.120417,0.596793,1412.0,525.9,1305.0,482.3,1.0902,1.0820,563.5,552.7
126,16,64,8,11,24,13,0.127819,0.593426,1408.0,535.2,1304.0,487.5,1.0979,1.0798,563.5,552.7
127,16,68,8,11,26,15,0.134787,0.559115,1462.0,522.9,1282.0,496.9,1.0523,1.1404,563.5,552.7
128,16,72,8,11,27,16,0.141315,0.555818,1359.0,505.3,1126.0,500.4,1.0098,1.2069,563.5,552.7
129,16,76,8,11,29,18,0.147416,0.476405,1336.0,491.3,1336.0,505.5,0.9719,1.0000,563.5,552.7
130,16,80,8,11,31,20,0.153479,0.452927,1591.0,485.2,1303.0,499.9,0.9707,1.2210,563.5,552.7
131,16,84,8,11,33,22,0.158971,0.402918,1551.0,496.1,1452.0,515.9,0.9615,1.0682,563.5,552.7
132,16,88,8,11,35,24,0.164136,0.383548,1591.0,471.6,1371.0,510.2,0.9244,1.1605,563.5,552.7
133,16,92,8,11,37,26,0.168986,0.357033,1583.0,447.0,1475.0,513.2,0.8711,1.0732,563.5,552.7
134,16,96,8,11,40,29,0.173541,0.342032,1305.0,418.0,1570.0,528.0,0.7918,0.8312,563.5,552.7
135,16,100,8,11,42,31,0.177833,0.340226,1299.0,413.1,1433.0,532.8,0.7754,0.9065,563.5,552.7
136,16,104,8,11,45,34,0.181873,0.302778,1397.0,400.0,1645.0,514.7,0.7772,0.8492,563.5,552.7
137,16,108,8,11,48,37,0.185655,0.282232,1308.0,402.4,1678.0,530.5,0.7586,0.7795,563.5,552.7
138,16,112,8,11,51,40,0.189218,0.272307,1426.0,395.7,1667.0,503.2,0.7863,0.8554,563.5,552.7
139,16,116,8,11,54,43,0.192561,0.259920,1437.0,400.2,1651.0,454.3,0.8808,0.8704,563.5,552.7
140,20,20,8,12,12,0,0.000000,1.000000,1231.0,649.0,1403.0,634.5,1.0230,0.8774,646.2,627.7
141,20,24,8,12,13,1,0.013615,0.914256,1192.0,542.0,1394.0,569.2,0.9522,0.8551,646.2,627.7
142,20,28,8,12,14,2,0.026414,0.908209,1170.0,546.4,1394.0,579.4,0.9431,0.8393,646.2,627.7
143,20,32,8,12,15,3,0.038905,0.906659,1294.0,565.2,1394.0,617.3,0.9157,0.9283,646.2,627.7
144,20,36,8,12,16,4,0.050315,0.864561,1358.0,546.9,1394.0,603.0,0.9070,0.9742,646.2,627.7
145,20,40,8,12,17,5,0.061053,0.855813,1294.0,533.9,1394.0,577.3,0.9248,0.9283,646.2,627.7
146,20,44,8,12,18,6,0.071151,0.713679,1261.0,539.2,1394.0,579.6,0.9304,0.9046,646.2,627.7
147,20,48,8,12,19,7,0.080657,0.711407,1399.0,567.2,1394.0,595.4,0.9526,1.0036,646.2,627.7
148,20,52,8,12,20,8,0.089585,0.706838,1435.0,570.3,1411.0,581.2,0.9811,1.0170,646.2,627.7
149,20,56,8,12,21,9,0.098011,0.678154,1431.0,573.6,1394.0,572.1,1.0026,1.0265,646.2,627.7
150,20,60,8,12,23,11,0.105909,0.606815,1509.0,557.7,1394.0,592.4,0.9414,1.0825,646.2,627.7
151,20,64,8,12,24,12,0.113311,0.604846,1557.0,580.8,1495.0,581.7,0.9984,1.0415,646.2,627.7
152,20,68,8,12,26,14,0.120279,0.583333,1650.0,587.6,1410.0,574.2,1.0232,1.1702,646.2,627.7
153,20,72,8,12,27,15,0.126807,0.580363,1646.0,612.7,1396.0,574.4,1.0667,1.1791,646.2,627.7
154,20,76,8,12,29,17,0.132908,0.486786,1689.0,607.9,1550.0,565.4,1.0750,1.0897,646.2,627.7
155,20,80,8,12,31,19,0.138971,0.475382,1825.0,605.6,1394.0,542.7,1.1159,1.3092,646.2,627.7
156,20,84,8,12,33,21,0.144463,0.437191,1828.0,545.6,1394.0,522.8,1.0436,1.3113,646.2,627.7
157,20,88,8,12,35,23,0.149628,0.412458,1888.0,542.2,1394.0,523.1,1.0364,1.3544,646.2,627.7
158,20,92,8,12,37,25,0.154478,0.382230,1878.0,545.6,1394.0,521.3,1.0468,1.3472,646.2,627.7
159,20,96,8,12,40,28,0.159033,0.366081,2033.0,519.9,1413.0,527.7,0.9853,1.4388,646.2,627.7
160,20,100,8,12,42,30,0.163325,0.364148,1710.0,479.4,1471.0,549.7,0.8721,1.1625,646.2,627.7
161,20,104,8,12,45,33,0.167365,0.326036,1384.0,445.2,1598.0,561.9,0.7924,0.8661,646.2,627.7
162,20,108,8,12,48,36,0.171147,0.304999,1479.0,450.7,1740.0,574.3,0.7847,0.8500,646.2,627.7
163,20,112,8,12,51,39,0.174710,0.294525,1512.0,429.6,1685.0,585.1,0.7342,0.8973,646.2,627.7
164,20,116,8,12,54,42,0.178053,0.286612,1535.0,427.7,1656.0,600.4,0.7123,0.9269,646.2,627.7
165,24,24,8,13,13,0,0.000000,1.000000,1264.0,571.0,1106.0,584.8,0.9764,1.1429,595.1,593.7
166,24,28,8,13,14,1,0.012799,0.988779,1166.0,510.0,1106.0,536.0,0.9515,1.0542,595.1,593.7
167,24,32,8,13,15,2,0.025290,0.985644,1198.0,502.4,1164.0,506.5,0.9921,1.0292,595.1,593.7
168,24,36,8,13,16,3,0.036700,0.938800,1189.0,515.4,1124.0,502.1,1.0265,1.0578,595.1,593.7
169,24,40,8,13,17,4,0.047438,0.932889,1208.0,506.5,1106.0,504.0,1.0051,1.0922,595.1,593.7
170,24,44,8,13,18,5,0.057536,0.863922,1293.0,522.0,1246.0,553.6,0.9431,1.0377,595.1,593.7
171,24,48,8,13,19,6,0.067042,0.861171,1390.0,549.7,1333.0,564.9,0.9732,1.0428,595.1,593.7
172,24,52,8,13,20,7,0.075970,0.860560,1352.0,521.2,1200.0,532.4,0.9788,1.1267,595.1,593.7
173,24,56,8,13,21,8,0.084396,0.824973,1281.0,510.7,1208.0,515.8,0.9900,1.0604,595.1,593.7
174,24,60,8,13,23,10,0.092294,0.700381,1340.0,498.2,1451.0,521.8,0.9549,0.9235,595.1,593.7
175,24,64,8,13,24,11,0.099696,0.697700,1378.0,507.9,1263.0,515.4,0.9853,1.0911,595.1,593.7
176,24,68,8,13,26,13,0.106664,0.693943,1484.0,527.0,1305.0,493.7,1.0674,1.1372,595.1,593.7
177,24,72,8,13,27,14,0.113192,0.691521,1433.0,530.9,1272.0,489.6,1.0843,1.1266,595.1,593.7
178,24,76,8,13,29,16,0.119293,0.599226,1441.0,537.5,1304.0,511.0,1.0519,1.1051,595.1,593.7
179,24,80,8,13,31,18,0.125356,0.564445,1405.0,533.0,1419.0,502.7,1.0603,0.9901,595.1,593.7
180,24,84,8,13,33,20,0.130848,0.494349,1627.0,559.4,1391.0,522.8,1.0700,1.1697,595.1,593.7
181,24,88,8,13,35,22,0.136013,0.476976,1296.0,396.4,1466.0,514.3,0.7708,0.8840,595.1,593.7
182,24,92,8,13,37,24,0.140863,0.423153,1309.0,401.0,1499.0,533.6,0.7515,0.8732,595.1,593.7
183,24,96,8,13,40,27,0.145418,0.402931,1446.0,410.0,1519.0,532.4,0.7700,0.9519,595.1,593.7
184,24,100,8,13,42,29,0.149710,0.400804,1376.0,404.6,1355.0,535.5,0.7556,1.0155,595.1,593.7
185,24,104,8,13,45,32,0.153750,0.355508,1463.0,412.3,1610.0,546.2,0.7549,0.9087,595.1,593.7
186,24,108,8,13,48,35,0.157532,0.313440,1376.0,415.5,1505.0,554.3,0.7495,0.9143,595.1,593.7
187,24,112,8,13,51,38,0.161095,0.303110,1552.0,424.9,1681.0,560.3,0.7583,0.9233,595.1,593.7
188,24,116,8,13,54,41,0.164438,0.288582,1504.0,422.6,1686.0,566.7,0.7457,0.8921,595.1,593.7
189,28,28,8,14,14,0,0.000000,1.000000,1305.0,619.2,1137.0,596.8,1.0376,1.1478,608.5,603.5
190,28,32,8,14,15,1,0.012491,0.996033,1265.0,560.2,1154.0,574.3,0.9753,1.0962,608.5,603.5
191,28,36,8,14,16,2,0.023901,0.935506,1265.0,528.7,1211.0,543.1,0.9735,1.0446,608.5,603.5
192,28,40,8,14,17,3,0.034639,0.935847,1266.0,546.9,1137.0,553.2,0.9885,1.1135,608.5,603.5
193,28,44,8,14,18,4,0.044737,0.889854,1258.0,533.9,1165.0,513.5,1.0398,1.0798,608.5,603.5
194,28,48,8,14,19,5,0.054243,0.887290,1348.0,549.8,1259.0,501.1,1.0971,1.0707,608.5,603.5
195,28,52,8,14,20,6,0.063171,0.877636,1343.0,568.3,1304.0,501.6,1.1331,1.0299,608.5,603.5
196,28,56,8,14,21,7,0.071597,0.829634,1382.0,585.7,1192.0,490.3,1.1946,1.1594,608.5,603.5
197,28,60,8,14,23,9,0.079495,0.730016,1406.0,587.5,1351.0,513.6,1.1441,1.0407,608.5,603.5
198,28,64,8,14,24,10,0.086897,0.726729,1486.0,588.0,1340.0,527.9,1.1139,1.1090,608.5,603.5
199,28,68,8,14,26,12,0.093865,0.699991,1594.0,585.4,1349.0,541.5,1.0810,1.1816,608.5,603.5
200,28,72,8,14,27,13,0.100393,0.697812,1609.0,578.3,1296.0,544.8,1.0613,1.2415,608.5,603.5
201,28,76,8,14,29,15,0.106494,0.627018,1472.0,571.7,1306.0,527.9,1.0830,1.1271,608.5,603.5
202,28,80,8,14,31,17,0.112557,0.609997,1511.0,557.6,1312.0,518.8,1.0749,1.1517,608.5,603.5
203,28,84,8,14,33,19,0.118049,0.514734,1471.0,543.5,1323.0,532.9,1.0198,1.1119,608.5,603.5
204,28,88,8,14,35,21,0.123214,0.500875,1517.0,554.5,1498.0,548.6,1.0107,1.0127,608.5,603.5
205,28,92,8,14,37,23,0.128064,0.460607,1473.0,470.6,1479.0,547.7,0.8592,0.9959,608.5,603.5
206,28,96,8,14,40,26,0.132619,0.438672,1405.0,441.9,1650.0,524.2,0.8431,0.8515,608.5,603.5
207,28,100,8,14,42,28,0.136911,0.436356,1409.0,439.9,1623.0,506.2,0.8690,0.8681,608.5,603.5
208,28,104,8,14,45,31,0.140951,0.381876,1464.0,448.6,1685.0,509.8,0.8799,0.8688,608.5,603.5
209,28,108,8,14,48,34,0.144733,0.349051,1498.0,434.6,1506.0,451.6,0.9624,0.9947,608.5,603.5
210,28,112,8,14,51,37,0.148296,0.338010,1523.0,438.7,1137.0,415.7,1.0555,1.3395,608.5,603.5
211,28,116,8,14,54,40,0.151639,0.312693,1478.0,448.4,1137.0,434.8,1.0314,1.2999,608.5,603.5
212,32,32,8,15,15,0,0.000000,1.000000,1434.0,672.5,1233.0,666.3,1.0093,1.1630,676.7,660.2
213,32,36,8,15,16,1,0.011410,0.938368,1363.0,587.0,1294.0,590.9,0.9934,1.0533,676.7,660.2
214,32,40,8,15,17,2,0.022148,0.935069,1359.0,567.3,1282.0,587.1,0.9664,1.0601,676.7,660.2
215,32,44,8,15,18,3,0.032246,0.892442,1365.0,560.8,1228.0,571.7,0.9809,1.1116,676.7,660.2
216,32,48,8,15,19,4,0.041752,0.890947,1363.0,549.6,1228.0,562.5,0.9771,1.1099,676.7,660.2
217,32,52,8,15,20,5,0.050680,0.885365,1367.0,537.7,1436.0,576.5,0.9328,0.9519,676.7,660.2
218,32,56,8,15,21,6,0.059106,0.830290,1446.0,581.7,1342.0,558.8,1.0409,1.0775,676.7,660.2
219,32,60,8,15,23,8,0.067004,0.736439,1428.0,583.9,1314.0,584.9,0.9982,1.0868,676.7,660.2
220,32,64,8,15,24,9,0.074406,0.733428,1569.0,605.8,1526.0,580.5,1.0437,1.0282,676.7,660.2
221,32,68,8,15,26,11,0.081374,0.705917,1584.0,586.9,1469.0,566.8,1.0355,1.0783,676.7,660.2
222,32,72,8,15,27,12,0.087902,0.703315,1656.0,608.4,1373.0,564.7,1.0773,1.2061,676.7,660.2
223,32,76,8,15,29,14,0.094003,0.631455,1737.0,629.4,1519.0,563.9,1.1163,1.1435,676.7,660.2
224,32,80,8,15,31,16,0.100066,0.622422,1774.0,623.5,1497.0,576.8,1.0810,1.1850,676.7,660.2
225,32,84,8,15,33,18,0.105558,0.536034,1807.0,646.1,1654.0,595.6,1.0847,1.0925,676.7,660.2
226,32,88,8,15,35,20,0.110723,0.509811,1869.0,637.8,1527.0,584.0,1.0921,1.2240,676.7,660.2
227,32,92,8,15,37,22,0.115573,0.476573,1932.0,641.4,1693.0,588.6,1.0898,1.1412,676.7,660.2
228,32,96,8,15,40,25,0.120128,0.463859,1636.0,464.4,1809.0,600.8,0.7729,0.9044,676.7,660.2
229,32,100,8,15,42,27,0.124420,0.461410,1582.0,472.7,1718.0,601.8,0.7854,0.9208,676.7,660.2
230,32,104,8,15,45,30,0.128460,0.405324,1724.0,479.0,1897.0,612.1,0.7825,0.9088,676.7,660.2
231,32,108,8,15,48,33,0.132242,0.369089,1684.0,476.5,2008.0,597.7,0.7972,0.8386,676.7,660.2
