cell_idx,low_b0,high_b0,b2,low_l,high_l,low_omega,high_omega,delta_l,delta_omega,cos_sim
816,60,84,20,23,33,0.125557,0.087003,10,0.038554,0.823914
817,60,88,20,23,35,0.125557,0.081838,12,0.043719,0.804607
818,60,92,20,23,37,0.125557,0.076988,14,0.048569,0.759629
819,60,96,20,23,40,0.125557,0.072433,17,0.053124,0.739229
820,60,100,20,23,42,0.125557,0.068141,19,0.057416,0.736368
821,60,104,20,23,45,0.125557,0.064101,22,0.061456,0.648138
822,60,108,20,23,48,0.125557,0.060319,25,0.065238,0.600738
823,60,112,20,23,51,0.125557,0.056756,28,0.068801,0.581700
824,60,116,20,23,54,0.125557,0.053413,31,0.072144,0.522450
825,64,64,20,24,24,0.118155,0.118155,0,0.000000,1.000000
826,64,68,20,24,26,0.118155,0.111187,2,0.006968,0.955498
827,64,72,20,24,27,0.118155,0.104659,3,0.013496,0.951396
828,64,76,20,24,29,0.118155,0.098558,5,0.019597,0.899677
829,64,80,20,24,31,0.118155,0.092495,7,0.025660,0.889397
830,64,84,20,24,33,0.118155,0.087003,9,0.031152,0.836402
831,64,88,20,24,35,0.118155,0.081838,11,0.036317,0.810724
832,64,92,20,24,37,0.118155,0.076988,13,0.041167,0.759547
833,64,96,20,24,40,0.118155,0.072433,16,0.045722,0.751464
834,64,100,20,24,42,0.118155,0.068141,18,0.050014,0.748461
835,64,104,20,24,45,0.118155,0.064101,21,0.054054,0.652760
836,64,108,20,24,48,0.118155,0.060319,24,0.057836,0.614145
837,64,112,20,24,51,0.118155,0.056756,27,0.061399,0.603249
838,64,116,20,24,54,0.118155,0.053413,30,0.064742,0.545731
839,68,68,20,26,26,0.111187,0.111187,0,0.000000,1.000000
840,68,72,20,26,27,0.111187,0.104659,1,0.006528,0.994368
841,68,76,20,26,29,0.111187,0.098558,3,0.012629,0.921948
842,68,80,20,26,31,0.111187,0.092495,5,0.018692,0.906140
843,68,84,20,26,33,0.111187,0.087003,7,0.024184,0.874892
844,68,88,20,26,35,0.111187,0.081838,9,0.029349,0.850639
845,68,92,20,26,37,0.111187,0.076988,11,0.034199,0.798260
846,68,96,20,26,40,0.111187,0.072433,14,0.038754,0.783791
847,68,100,20,26,42,0.111187,0.068141,16,0.043046,0.781214
848,68,104,20,26,45,0.111187,0.064101,19,0.047086,0.710586
849,68,108,20,26,48,0.111187,0.060319,22,0.050868,0.634354
850,68,112,20,26,51,0.111187,0.056756,25,0.054431,0.629874
851,68,116,20,26,54,0.111187,0.053413,28,0.057774,0.598670
852,72,72,20,27,27,0.104659,0.104659,0,0.000000,1.000000
853,72,76,20,27,29,0.104659,0.098558,2,0.006101,0.927325
854,72,80,20,27,31,0.104659,0.092495,4,0.012164,0.907137
855,72,84,20,27,33,0.104659,0.087003,6,0.017656,0.879530
856,72,88,20,27,35,0.104659,0.081838,8,0.022821,0.860365
857,72,92,20,27,37,0.104659,0.076988,10,0.027671,0.809428
858,72,96,20,27,40,0.104659,0.072433,13,0.032226,0.787202
859,72,100,20,27,42,0.104659,0.068141,15,0.036518,0.785667
860,72,104,20,27,45,0.104659,0.064101,18,0.040558,0.721915
861,72,108,20,27,48,0.104659,0.060319,21,0.044340,0.640352
862,72,112,20,27,51,0.104659,0.056756,24,0.047903,0.632762
863,72,116,20,27,54,0.104659,0.053413,27,0.051246,0.606247
864,76,76,20,29,29,0.098558,0.098558,0,0.000000,1.000000
865,76,80,20,29,31,0.098558,0.092495,2,0.006063,0.965016
866,76,84,20,29,33,0.098558,0.087003,4,0.011555,0.910969
867,76,88,20,29,35,0.098558,0.081838,6,0.016720,0.906145
868,76,92,20,29,37,0.098558,0.076988,8,0.021570,0.866928
869,76,96,20,29,40,0.098558,0.072433,11,0.026125,0.841198
870,76,100,20,29,42,0.098558,0.068141,13,0.030417,0.836352
871,76,104,20,29,45,0.098558,0.064101,16,0.034457,0.785239
872,76,108,20,29,48,0.098558,0.060319,19,0.038239,0.722094
873,76,112,20,29,51,0.098558,0.056756,22,0.041802,0.707689
874,76,116,20,29,54,0.098558,0.053413,25,0.045145,0.646438
875,80,80,20,31,31,0.092495,0.092495,0,0.000000,1.000000
876,80,84,20,31,33,0.092495,0.087003,2,0.005492,0.941021
877,80,88,20,31,35,0.092495,0.081838,4,0.010657,0.915765
878,80,92,20,31,37,0.092495,0.076988,6,0.015507,0.889349
879,80,96,20,31,40,0.092495,0.072433,9,0.020062,0.877828
880,80,100,20,31,42,0.092495,0.068141,11,0.024354,0.873684
881,80,104,20,31,45,0.092495,0.064101,14,0.028394,0.813825
882,80,108,20,31,48,0.092495,0.060319,17,0.032176,0.762076
883,80,112,20,31,51,0.092495,0.056756,20,0.035739,0.755724
884,80,116,20,31,54,0.092495,0.053413,23,0.039082,0.692358
885,84,84,20,33,33,0.087003,0.087003,0,0.000000,1.000000
886,84,88,20,33,35,0.087003,0.081838,2,0.005165,0.969704
887,84,92,20,33,37,0.087003,0.076988,4,0.010015,0.917524
888,84,96,20,33,40,0.087003,0.072433,7,0.014570,0.911749
889,84,100,20,33,42,0.087003,0.068141,9,0.018862,0.910056
890,84,104,20,33,45,0.087003,0.064101,12,0.022902,0.861836
891,84,108,20,33,48,0.087003,0.060319,15,0.026684,0.805712
892,84,112,20,33,51,0.087003,0.056756,18,0.030247,0.797006
893,84,116,20,33,54,0.087003,0.053413,21,0.033590,0.764024
894,88,88,20,35,35,0.081838,0.081838,0,0.000000,1.000000
895,88,92,20,35,37,0.081838,0.076988,2,0.004850,0.949304
896,88,96,20,35,40,0.081838,0.072433,5,0.009405,0.922196
897,88,100,20,35,42,0.081838,0.068141,7,0.013697,0.921126
898,88,104,20,35,45,0.081838,0.064101,10,0.017737,0.887807
899,88,108,20,35,48,0.081838,0.060319,13,0.021519,0.837783
900,88,112,20,35,51,0.081838,0.056756,16,0.025082,0.819624
901,88,116,20,35,54,0.081838,0.053413,19,0.028425,0.785481
902,92,92,20,37,37,0.076988,0.076988,0,0.000000,1.000000
903,92,96,20,37,40,0.076988,0.072433,3,0.004555,0.972390
904,92,100,20,37,42,0.076988,0.068141,5,0.008847,0.968955
905,92,104,20,37,45,0.076988,0.064101,8,0.012887,0.915874
906,92,108,20,37,48,0.076988,0.060319,11,0.016669,0.878587
907,92,112,20,37,51,0.076988,0.056756,14,0.020232,0.859355
908,92,116,20,37,54,0.076988,0.053413,17,0.023575,0.823104
909,96,96,20,40,40,0.072433,0.072433,0,0.000000,1.000000
910,96,100,20,40,42,0.072433,0.068141,2,0.004292,0.995045
911,96,104,20,40,45,0.072433,0.064101,5,0.008332,0.929336
912,96,108,20,40,48,0.072433,0.060319,8,0.012114,0.896188
913,96,112,20,40,51,0.072433,0.056756,11,0.015677,0.887523
914,96,116,20,40,54,0.072433,0.053413,14,0.019020,0.854764
915,100,100,20,42,42,0.068141,0.068141,0,0.000000,1.000000
916,100,104,20,42,45,0.068141,0.064101,3,0.004040,0.933245
917,100,108,20,42,48,0.068141,0.060319,6,0.007822,0.897637
918,100,112,20,42,51,0.068141,0.056756,9,0.011385,0.891228
919,100,116,20,42,54,0.068141,0.053413,12,0.014728,0.862709
920,104,104,20,45,45,0.064101,0.064101,0,0.000000,1.000000
921,104,108,20,45,48,0.064101,0.060319,3,0.003782,0.938075
922,104,112,20,45,51,0.064101,0.056756,6,0.007345,0.924261
923,104,116,20,45,54,0.064101,0.053413,9,0.010688,0.900822
924,108,108,20,48,48,0.060319,0.060319,0,0.000000,1.000000
925,108,112,20,48,51,0.060319,0.056756,3,0.003563,0.981019
926,108,116,20,48,54,0.060319,0.053413,6,0.006906,0.940547
927,112,112,20,51,51,0.056756,0.056756,0,0.000000,1.000000
928,112,116,20,51,54,0.056756,0.053413,3,0.003343,0.966774
929,116,116,20,54,54,0.053413,0.053413,0,0.000000,1.000000
